ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3
223MuYLywK4EZQn8S,249309710_6301833686823668.0,6301833686823670,1,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Mobile,0.0,1.0,FRA
223N4trmbew4Es3H8,1820051586_1467324485,1467324485,1,0,1,0,1,Rand,Social Status,Random,,,,2,0,1,Mobile,0.0,1.0,DEU
223N7MN6M3BpHLfQu,1531436859_2423363187010048.0,2423363187010050,2,0,1,0,1,Less,Random,Utilitarian,More,Less,0.0,2,3,0,Desktop,1.0,1.0,GBR
223NQzNqcbab7XWQn,-409747588_5976174606267197.0,5976174606267200,4,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Desktop,1.0,0.0,AZE
223NyiHebca8Jzctq,-2075772119_2409912616702641.0,2409912616702640,11,0,0,0,1,Rand,Random,Random,,,,2,2,1,Mobile,0.0,0.0,SGP
223P8JcEwbxygjdov,1650036275_769155500633095.0,769155500633095,7,0,0,1,0,Rand,Random,Random,,,,4,2,1,Mobile,0.0,0.0,HUN
223PL7JZTndqHS3Qq,-1992279923_1408530600,1408530600,5,0,0,1,0,Rand,Fitness,Random,,,,2,0,0,,,,DEU
223Pnsup4KwqKqYAk,-754547529_3099922730794795.0,3099922730794800,7,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,4,0,1,Desktop,1.0,1.0,UKR
223PoACxrNQLmo5ty,-7487368_2363483742415159.0,2363483742415160,4,0,0,0,2,Female,Gender,Gender,Male,Female,0.0,2,0,0,Desktop,1.0,0.0,VNM
223QmtNS6RfFw9yGc,-1605411518_8674705186848397.0,8674705186848400,13,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,1.0,1.0,USA
223QutxXvgimZgZa6,605737350_1952003193801713.0,1952003193801710,9,0,0,0,2,Female,Gender,Gender,Male,Female,0.0,1,0,0,Desktop,0.0,1.0,GBR
223QyCxAQTb9rY9YX,-362742289_6467242304431999.0,6467242304432000,9,0,0,0,1,Pets,Species,Species,Hoomans,Pets,0.0,5,0,1,Desktop,1.0,0.0,IND
223RnzhMc2jkure83,-1276081419_2567581085100725.0,2567581085100730,7,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Mobile,0.0,1.0,DEU
223SJQQosY5jtzWL8,1941255947_1992976486,1992976486,9,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,4,0,1,,,,AUS
223TkHowN9ChqzRcb,656473371_688666364320473.0,688666364320473,1,0,0,0,0,Young,Age,Age,Young,Old,1.0,2,0,0,Desktop,1.0,1.0,FRA
223Yk9542iJ2moRx6,-2076363024_9900479991124768.0,9900479991124770,10,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,0.0,0.0,PRT
223Zxq5pD4CecC3GT,145660551_781210714670501.0,781210714670501,11,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Desktop,0.0,0.0,LUX
223a27aHc9uWznZwk,799354505_7350306099377748.0,7350306099377750,2,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Desktop,1.0,1.0,RUS
223aoFHpokFJ8LdTG,-223870907_3311527016777154.0,3311527016777150,4,0,0,1,0,Rand,Random,Random,,,,3,2,0,Mobile,1.0,0.0,ESP
223bpbCN2c5hs2L8E,-1019119490_1225412089044129.0,1225412089044130,6,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,0,Desktop,1.0,0.0,FRA
223ccWRYWHnn6Z3to,1619513827_1796967871496606.0,1796967871496610,11,0,1,0,1,High,Social Status,Social Status,High,Low,1.0,2,0,1,Desktop,1.0,1.0,POL
223ccbwDQJnZsdNMf,463476913_5881939293798082.0,5881939293798080,9,0,1,0,0,High,Social Status,Social Status,High,Low,1.0,1,0,0,Desktop,0.0,0.0,NOR
223ciPs9HSdTwZDci,2142123170_6603147499941093.0,6603147499941090,7,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,0,Mobile,0.0,1.0,NZL
223cnjQgSyvs6kPD4,-212921095_1473105330181685.0,1473105330181690,11,0,1,0,0,Young,Age,Age,Young,Old,1.0,3,0,1,Desktop,0.0,0.0,FRA
223crWSo4nEghbXiT,-430395536_5353818292572404.0,5353818292572400,1,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Mobile,0.0,1.0,USA
223dgNek5zPAZoiXH,-155147154_6905431070776361.0,6905431070776360,1,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,1,Mobile,0.0,1.0,HKG
223dgSLmCHptXAyPD,-2005188417_8764094113329608.0,8764094113329610,2,0,0,0,0,Low,Social Status,Social Status,High,Low,0.0,1,0,0,Desktop,1.0,1.0,HUN
223e87zSLjXdaXBea,456661847_819559634638040.0,819559634638040,9,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,1,Desktop,0.0,1.0,NLD
223e8TwQsepTQCB4r,934070974_7807975720412870.0,7807975720412870,7,0,0,0,1,Old,Age,Age,Young,Old,0.0,3,0,0,Mobile,0.0,0.0,TUR
223eKRdXkkqZAXFYW,885944124_1793205191,1793205191,5,0,0,0,2,Female,Gender,Gender,Male,Female,0.0,4,0,0,Mobile,0.0,1.0,USA
223ebWADpqqpvJhPa,608034536_4232013013663036.0,4232013013663040,11,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Mobile,0.0,0.0,BRA
223efTC6B4b6xzfEb,-304057730_6644608505575760.0,6644608505575760,1,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Desktop,1.0,1.0,USA
223f9f3svbuqQbf4L,-10888341_2648332901299000.0,2648332901299000,9,0,1,0,0,Low,Social Status,Social Status,High,Low,0.0,3,0,0,Mobile,0.0,0.0,ZAF
223fifCYSFsSo7pST,-1330231485_7629260547561663.0,7629260547561660,3,0,1,0,2,Male,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,0.0,0.0,JPN
223gXGQC3Mjpcw6Ge,-1063977364_351517336,351517336,10,0,1,0,1,High,Social Status,Social Status,High,Low,1.0,1,0,1,,,,USA
223gkKGNvSHRsvibk,1870568321_3707873580228009.0,3707873580228010,7,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,0.0,1.0,HUN
223hKqRSBnJDtAT48,-1886691453_6079790563538816.0,6079790563538820,12,0,1,0,0,Rand,Social Status,Random,,,,5,0,0,Desktop,1.0,0.0,USA
223hbJxELatkKxP3L,-1401456137_4247161799346707.0,4247161799346710,3,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,1,4,0,Mobile,0.0,1.0,JPN
223hdua5ngtbeEc3P,-829565264_1331096524909358.0,1331096524909360,11,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Mobile,0.0,0.0,TUR
223iTMXox5dRRjRg4,-1255152549_198165160805672.0,198165160805672,4,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,0.0,0.0,GBR
223jFoQLbsoctF2wB,647219161_8585852491450665.0,8585852491450670,13,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,3,0,0,Desktop,1.0,1.0,RUS
223jJCKqDcTYbStBn,-1770974658_5777135710950690.0,5777135710950690,1,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,1.0,1.0,HUN
223jn54uCZL2xxCjd,-1951856221_3171340530741799.0,3171340530741800,5,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,Mobile,0.0,0.0,CAN
223jpDQuo6SonrpnL,-1184547181_111740542591274.0,111740542591274,2,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,3,0,0,Desktop,1.0,1.0,TUR
223jxfpB2tZqb6Ngp,-371040364_6506229502997618.0,6506229502997620,13,0,1,0,1,Young,Age,Age,Young,Old,1.0,1,0,0,Desktop,0.0,0.0,ARG
223kXeuNywiirzc62,1071288354_6253049880401023.0,6253049880401020,3,0,1,0,2,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,0.0,0.0,POL
223ktsTo5MtYgMcNQ,1770497007_618450821,618450821,4,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,4,0,0,,,,MKD
223kuQocABTtsn4Wp,161569546_2587793826006221.0,2587793826006220,6,0,1,0,1,Male,Gender,Gender,Male,Female,1.0,3,0,0,Desktop,0.0,1.0,USA
223kyjwEKpnpXbotQ,-1935358661_8390240709655956.0,8390240709655960,8,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,0.0,0.0,RUS
223mTk5J4WGX5avoQ,2128487158_2769545461519653.0,2769545461519650,10,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Desktop,1.0,0.0,FRA
223n4ajYi3BfyPgd9,-276867413_3041458468424856.0,3041458468424860,13,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,0.0,1.0,BRA
223nDGMKpqPwSitLn,-483622863_5681420822549692.0,5681420822549690,4,0,1,0,2,Female,Gender,Gender,Male,Female,0.0,4,0,0,Desktop,1.0,0.0,USA
223oNWDt2AaWsMhGm,951570819_7697164981971178.0,7697164981971180,12,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,0.0,0.0,USA
223oXz2tcN4uSD58G,541612673_1246712807620280.0,1246712807620280,2,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,Desktop,1.0,1.0,DEU
223p9A45J27To4Hs7,1392249349_8068766681779461.0,8068766681779460,1,0,1,0,2,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,1.0,CHE
223pPrpXpjHyMHqmH,1049962105_2364611485808363.0,2364611485808360,2,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Mobile,0.0,1.0,DEU
223pafs7gk2Rsv3no,-54767222_5488399565219879.0,5488399565219880,13,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Mobile,0.0,1.0,HUN
223pvvtEdcEGihDs7,-187902592_7458446986285432.0,7458446986285430,2,0,0,1,0,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,1.0,1.0,GBR
223qmv7KKiThSN6W6,1045232379_8320789278950542.0,8320789278950540,13,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,0.0,1.0,FRA
223qrpxfnLrfhTY8p,-134324661_5314300516986570.0,5314300516986570,13,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Mobile,0.0,1.0,BRA
223rC9J8KuAckCvQj,553817595_9318081378842992.0,9318081378842990,13,0,0,0,0,Young,Age,Age,Young,Old,1.0,5,0,1,Desktop,1.0,0.0,USA
223rcw3shssxBkGEE,-1106383534_3802665007465036.0,3802665007465040,12,0,1,0,1,Female,Gender,Gender,Male,Female,0.0,4,0,1,Desktop,1.0,0.0,BRA
223rmnZh9StNc9bvB,1571020733_864065280957262.0,864065280957262,9,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Mobile,0.0,1.0,JPN
223s4vvgfP6hg2ZDm,801956185_818667002896311.0,818667002896311,4,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Desktop,0.0,0.0,BRA
223s64sjjzEqXNFn4,980459835_9232870773606532.0,9232870773606530,2,0,0,0,1,Rand,Random,Random,,,,3,1,1,Desktop,0.0,0.0,RUS
223sEdJfEMY2MTJPu,-919008244_5504861668011851.0,5504861668011850,13,0,0,0,2,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,0.0,0.0,NLD
223shxsvgmEGPuQ4J,1571087820_917059147918961.0,917059147918961,11,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,0.0,1.0,DNK
223suFEf4mXTnS89v,-725452274_2377014213707298.0,2377014213707300,2,0,1,0,2,Female,Gender,Gender,Male,Female,0.0,1,0,0,Desktop,1.0,0.0,BEL
223toRihgTrSRuAqs,1858052779_2421574557.0,2421574557,9,0,1,0,1,Male,Gender,Gender,Male,Female,1.0,3,0,1,,,,RUS
223ugTQ9PF7MTaYSP,566355160_1635447859882712.0,1635447859882710,12,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,2,0,1,Desktop,0.0,0.0,USA
223uxwWW2jJb3ghnp,1341876379_1179596993982576.0,1179596993982580,1,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,0.0,1.0,ESP
223w74JnNL5ZGp7oA,-1810585183_2656092583215872.0,2656092583215870,9,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,0.0,0.0,DEU
223x79XPmeTht4AJv,-655115267_2817825218445007.0,2817825218445010,3,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,0.0,1.0,FIN
223xGtJfnFCf7uSSt,-1600190915_249541030,249541030,4,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Mobile,0.0,0.0,AUS
223xLSHZnfWJDTi6B,-1567285525_1357765682525117.0,1357765682525120,7,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,3,0,0,Mobile,0.0,0.0,CHE
223xNZnNFbzvaM2ZL,-592911312_9936621795607854.0,9936621795607850,13,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,1.0,0.0,GBR
223xWWu4Wkf8oACyf,-752546483_3140945326184728.0,3140945326184730,11,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,1,Desktop,0.0,0.0,AUS
223yEWfeH4JZGfXFH,1713894766_8523431638809884.0,8523431638809890,1,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,1.0,1.0,FIN
223yb47MZqkEKANgm,452939380_1183017984,1183017984,2,0,0,1,0,Rand,Random,Random,,,,4,1,0,,,,ESP
223ydm9ng6AGp3pfE,350638245_7424358585339936.0,7424358585339940,6,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Mobile,0.0,1.0,SVK
223yfnKpKuATjiqiD,-199465618_1579570013,1579570013,10,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Mobile,0.0,1.0,FIN
223yortSoM4gRhc39,-1796759451_1662744286811113.0,1662744286811110,12,0,1,0,0,Low,Social Status,Social Status,High,Low,0.0,1,0,1,Mobile,0.0,0.0,FRA
223zHrvJM8ZawwnhL,-2097238650_1085834720017553.0,1085834720017550,3,0,1,0,1,High,Social Status,Social Status,High,Low,1.0,1,0,1,Desktop,1.0,0.0,RUS
223zc9hDtTpYQhKyB,1633058270_8107644360887353.0,8107644360887350,5,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,1,Mobile,0.0,1.0,SGP
223zii2fvuY5ikgcK,-421469685_4531427904117031.0,4531427904117030,9,0,1,0,2,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,1.0,SAU
22428KnNzM6FZ4A8D,1319846616_1830055308528244.0,1830055308528240,12,0,0,0,0,Young,Age,Age,Young,Old,1.0,5,0,1,Desktop,1.0,0.0,USA
2242f3DJ5pqn2PZhn,1574379515_2526121420850677.0,2526121420850680,11,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,1.0,1.0,USA
2243pitH2ze8faYns,1627614190_3055669069823725.0,3055669069823730,6,0,0,0,0,Old,Age,Age,Young,Old,0.0,3,0,1,Desktop,1.0,1.0,USA
22446EJcyGCz6sCpA,1749620895_2131904678847189.0,2131904678847190,10,0,0,0,0,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,0.0,BRA
2244AptEAHNMkdgtE,-1305180412_5990035310387611.0,5990035310387610,5,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Desktop,1.0,1.0,USA
2244LW32ANP8nJ33G,-229602444_2704556041.0,2704556041,4,0,0,1,0,Rand,Random,Random,,,,3,0,0,Mobile,0.0,1.0,USA
2244aNiwAQKxiNMTd,-170227455_2534077016341969.0,2534077016341970,8,0,1,0,2,High,Social Status,Social Status,High,Low,1.0,1,0,0,Desktop,1.0,0.0,TUR
2244gC8W75kgidiyv,860748737_922662031086911.0,922662031086911,8,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,1,0,1,Desktop,0.0,0.0,AUS
2245HmSbnbdWhYNcS,-1617370904_5534522524572079.0,5534522524572080,11,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,3,0,0,Desktop,1.0,1.0,BEL
2245RRbLMfzx6ihBi,-1282355010_910941352899508.0,910941352899508,3,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Mobile,0.0,1.0,SVK
2245T5biKphX9CetR,-522870133_6763728297682700.0,6763728297682700,1,0,0,0,0,Low,Social Status,Social Status,High,Low,0.0,4,0,0,Desktop,0.0,1.0,FRA
2245vFHQQBND6cqAP,2089272663_4474110739785752.0,4474110739785750,4,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,0.0,1.0,CAN
2247GLupqD27yvsy9,1501561998_5714979002206648.0,5714979002206650,8,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,1.0,0.0,GBR
2247e7abLcHR48DXg,964008360_1209869766927238.0,1209869766927240,5,0,0,0,0,Rand,Random,Random,,,,2,1,1,Desktop,0.0,1.0,TUR
2248CoiSurSYzW2TY,651024826_9887275604668318.0,9887275604668320,7,0,0,0,2,Young,Age,Age,Young,Old,1.0,1,0,1,Desktop,0.0,1.0,DEU
2248SWHHXbKcptQmQ,344361062_1059457671362906.0,1059457671362910,12,0,1,0,2,Male,Gender,Gender,Male,Female,1.0,1,0,0,Mobile,0.0,1.0,RUS
2248iKeKYe2DpHB3N,-1184632333_273654970488301.0,273654970488301,10,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,1.0,0.0,GBR
2248qs9SDW6WtAQSF,1092019907_9736487083966834.0,9736487083966840,8,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,1.0,0.0,VNM
224Au6gq4BpJem9Xo,-974539377_3713645604380011.0,3713645604380010,11,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Mobile,0.0,0.0,ISR
224CBdKj4iYbqmdjd,-1051775419_8411126298374667.0,8411126298374670,13,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,Mobile,0.0,0.0,SVK
224Cn3gZcK9yS3fej,-215655906_7638009094155687.0,7638009094155690,5,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,1,0,0,Desktop,0.0,1.0,COL
224DaZYLQTQbyPF68,1196391117_9057709132446374.0,9057709132446370,13,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,3,0,1,Desktop,0.0,0.0,CAN
224EWe4h872zLztpH,1278829834_1459202088246669.0,1459202088246670,11,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,1.0,1.0,MAR
224FCoJ68r7k84Cee,-1557644438_6314059056507932.0,6314059056507930,9,0,0,0,1,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Mobile,0.0,1.0,USA
224FFtTQosbk2nX6D,-785452168_9387986043243778.0,9387986043243780,10,0,1,0,0,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,0.0,1.0,FIN
224FP9CnWuhAZXxFc,-448927564_3866313829619452.0,3866313829619450,9,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Desktop,0.0,1.0,RUS
224FWjppn7zAG7K7T,387791867_3307916065678000.0,3307916065678000,2,0,1,0,2,Female,Gender,Gender,Male,Female,0.0,1,0,0,Mobile,1.0,0.0,GBR
224FiQ6c5FyDN7pJg,417172362_3942078499259059.0,3942078499259060,9,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,1.0,0.0,BRA
224G9SNJBg5vYR8HT,902195976_5305495599410379.0,5305495599410380,12,0,0,0,2,Old,Age,Age,Young,Old,0.0,4,0,1,Mobile,0.0,1.0,USA
224GxvRuvDB8FcWTb,-1979670176_3944886742876818.0,3944886742876820,13,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,0.0,0.0,FRA
224HucFuekh3a4hpA,363009455_1055996724,1055996724,5,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Desktop,1.0,1.0,RUS
224JBTaeKfDZtN5gx,1765204398_1162345958,1162345958,10,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,1,Mobile,0.0,0.0,FIN
224JaNKevqduJtu7s,1726068729_45955056888961.0,45955056888961,4,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Desktop,0.0,0.0,GBR
224JqwXfJu8nZMSYr,-718712229_4095050295.0,4095050295,8,0,1,0,0,Rand,Fitness,Random,,,,1,0,0,,,,USA
224KABTmwPpGxpjPy,-419659806_2375863025.0,2375863025,11,0,0,0,2,High,Social Status,Social Status,High,Low,1.0,2,0,1,Desktop,0.0,0.0,USA
224KGY3JjzypPW7wz,-1061625001_3084209852916029.0,3084209852916030,13,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,1,4,1,Desktop,1.0,0.0,GBR
224KQkWYLW2oQaP9W,-293193358_6921631284350767.0,6921631284350770,7,0,1,0,0,Rand,Gender,Random,,,,2,0,0,Mobile,0.0,0.0,CAN
224LDFgfThRyyj9q5,-2005816188_106871193969728.0,106871193969728,10,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Mobile,0.0,0.0,BRA
224LSrTpBy8uBxyXL,-2043126679_5674573456350671.0,5674573456350670,4,0,0,1,0,Low,Social Status,Social Status,High,Low,0.0,2,0,0,Mobile,0.0,1.0,GBR
224LboXzW8TAfipgA,1716207468_6842562692665799.0,6842562692665800,5,0,0,1,0,Old,Age,Age,Young,Old,0.0,4,0,1,Desktop,1.0,0.0,SRB
224Lky2G3vGxo2ifs,-2036855716_3590949450828107.0,3590949450828110,10,0,0,1,0,Old,Age,Age,Young,Old,0.0,2,0,1,Desktop,1.0,0.0,USA
224LzXXsi5cZHrjz8,-471139970_2242352810920280.0,2242352810920280,11,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,5,0,1,Desktop,1.0,0.0,FRA
224MRh5e8rkkTzCXu,893613186_5222261823849064.0,5222261823849060,7,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Mobile,0.0,0.0,CAN
224MYWHeMiW9X957D,-692958512_1824847341459636.0,1824847341459640,8,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,0.0,0.0,USA
224MhSjdxJuoaRQuc,1543994787_3366972602544109.0,3366972602544110,5,0,0,0,2,Male,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,1.0,1.0,CAN
224MpSCLeGg6pGfFx,-253701292_987831174030851.0,987831174030851,11,0,0,1,0,Rand,Random,Random,,,,2,1,1,Desktop,1.0,1.0,AUS
224Q3DFfXWyHPyy9x,-894269269_4455170594260235.0,4455170594260240,2,0,0,0,0,Rand,Fitness,Random,,,,1,0,1,Mobile,1.0,0.0,GBR
224R9MdcTskWhKRYk,2094185148_9900740021668680.0,9900740021668680,13,0,1,0,1,Rand,Random,Random,,,,3,0,1,Mobile,0.0,1.0,FIN
224SGzZsDodZyk9Zo,721111075_5414995396820415.0,5414995396820420,3,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,1,Desktop,1.0,0.0,MYS
224SWHQ2NHhJHf2a7,1347491444_3263670888204350.0,3263670888204350,5,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Desktop,0.0,0.0,JPN
224TuvsREKFe84Wah,1449746997_436426533990437.0,436426533990437,12,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Mobile,0.0,0.0,CHE
224WC6EDDSKmpN4pw,-1260715929_8966850764118135.0,8966850764118140,13,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Desktop,0.0,1.0,BEL
224WjrJ3JcmEDGcMB,-1672851178_910636417178154.0,910636417178154,2,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Mobile,0.0,0.0,DEU
224XDQmQgD8oL4tS4,1905616062_4045627775575027.0,4045627775575030,5,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Mobile,0.0,1.0,BRA
224Xe9Dxn8tuYs4ZC,1197038880_3798649535722139.0,3798649535722140,9,0,0,1,0,Rand,Random,Random,,,,2,0,0,Mobile,0.0,0.0,JPN
224Xf666dvJ5eDFox,-328363427_119211887,119211887,3,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,,,,DEU
224Yw3pai7SSqyzAG,-1384863848_685593350541976.0,685593350541976,4,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,0,Desktop,0.0,0.0,DEU
224Z9MeYHSFRnR9eu,-272406116_5098140333418028.0,5098140333418030,2,0,0,0,0,Low,Social Status,Social Status,High,Low,0.0,4,0,0,Desktop,1.0,0.0,USA
224ZHyeBkRK4486L4,1683034140_5351347516289032.0,5351347516289030,6,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Mobile,0.0,0.0,BEL
224ZcufTJ3sbTyf3b,-1885820451_529167783,529167783,10,0,1,0,0,Old,Age,Age,Young,Old,0.0,1,0,1,,,,IRL
224ZthJCvuwLPaJzy,227747309_1144662351876943.0,1144662351876940,3,0,1,0,2,Young,Age,Age,Young,Old,1.0,1,0,0,Desktop,1.0,1.0,FIN
224a3xvZmbEqzSAX8,-1027003959_973772878,973772878,7,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Desktop,1.0,1.0,HKG
224a6dAxtxDJ7rf73,910236141_4380765617263862.0,4380765617263860,12,0,0,0,0,Young,Age,Age,Young,Old,1.0,5,0,1,Mobile,0.0,1.0,ESP
224aWAtJZgFp898Sw,-295814580_79482895,79482895,5,0,0,0,1,Pets,Species,Species,Hoomans,Pets,0.0,3,0,0,Desktop,0.0,0.0,BGR
224aer4GeSonF2zdc,-1847243918_7335979759227484.0,7335979759227490,12,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,1,0,1,Mobile,0.0,0.0,CHE
224b65H5QRTwPkF2T,-1617616230_5808933801292777.0,5808933801292780,8,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Desktop,1.0,0.0,BEL
224bQmGYS3sKraWhL,1869934328_8630529702771614.0,8630529702771610,2,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,0.0,0.0,BEL
224bTf6HL9dJS3q8f,2105258408_4163295591255747.0,4163295591255750,11,0,0,0,2,Male,Gender,Gender,Male,Female,1.0,1,0,1,Desktop,1.0,0.0,RUS
